error_rate,continuation_probability,replicate,root_seed,trials,max_rounds,mean_match_length,settled_generation,n_survivors,cooperation_rate,mean_payoff,non_defector_share,share_Always_Cooperate,share_Always_Defect,share_Tit-for-Tat,share_Tit-for-Two-Tats,share_Two-Tits-for-Tat,share_Grim_Trigger,share_Generous_TFT,share_Contrite_TFT,share_Pavlov,share_Suspicious_TFT,share_Prober,share_Gradual,share_Soft_Majority,share_Random,share_Alternator,survivors
0.35,0.5,0,20260902,800,14,2.0026,847,1,0.354462,1.940923,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.5,1,20260903,800,14,1.9999,2524,1,0.345984,1.925364,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.5,2,20260904,800,14,1.9973,4269,1,0.344247,1.906059,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.5,3,20260905,800,14,1.9926,531,1,0.346811,1.920776,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.5,4,20260906,800,14,2.0016,3100,1,0.343575,1.912166,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0,0.6,0,20260902,800,19,2.5048,5323,4,0.537627,2.364612,1.000000,0.000000,0.000000,0.265155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.329797,0.082631,0.000000,0.000000,0.000000,0.322417,"Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0,0.6,1,20260903,800,19,2.4962,14031,4,0.609369,2.494250,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.447700,0.000000,0.301830,0.005234,0.000000,0.000000,0.000000,0.245236,"Contrite TFT;Suspicious TFT;Prober;Alternator"
0,0.6,2,20260904,800,19,2.4959,40008,4,0.569735,2.426351,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350882,0.000000,0.310729,0.060561,0.000000,0.000000,0.000000,0.277828,"Contrite TFT;Suspicious TFT;Prober;Alternator"
0,0.6,3,20260905,800,19,2.4954,3761,4,0.588778,2.457191,1.000000,0.000000,0.000000,0.396326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.299850,0.079078,0.000000,0.000000,0.000000,0.224746,"Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0,0.6,4,20260906,800,19,2.4968,15225,5,0.401718,2.056421,0.891242,0.000000,0.108758,0.161683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.377213,0.083351,0.000000,0.000000,0.000000,0.268995,"Always Defect;Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.02,0.6,0,20260902,800,19,2.5048,7176,5,0.470775,2.215263,0.936833,0.000000,0.063167,0.253295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.358743,0.041354,0.000000,0.000000,0.000000,0.283442,"Always Defect;Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.02,0.6,1,20260903,800,19,2.4962,7253,3,0.695564,2.621411,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.625815,0.000000,0.245742,0.000000,0.000000,0.000000,0.000000,0.128443,"Contrite TFT;Suspicious TFT;Alternator"
0.02,0.6,2,20260904,800,19,2.4959,10063,5,0.473942,2.228770,0.969327,0.000000,0.030673,0.000000,0.000000,0.000000,0.000000,0.000000,0.220456,0.000000,0.397260,0.035633,0.000000,0.000000,0.000000,0.315978,"Always Defect;Contrite TFT;Suspicious TFT;Prober;Alternator"
0.02,0.6,3,20260905,800,19,2.4954,5276,4,0.515820,2.314231,1.000000,0.000000,0.000000,0.285877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.385809,0.067560,0.000000,0.000000,0.000000,0.260755,"Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.02,0.6,4,20260906,800,19,2.4968,27627,5,0.376001,1.990236,0.854846,0.000000,0.145154,0.176056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381584,0.078223,0.000000,0.000000,0.000000,0.218983,"Always Defect;Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.04,0.6,0,20260902,800,19,2.5048,3248,1,0.043201,1.127639,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.04,0.6,1,20260903,800,19,2.4962,4662,3,0.668616,2.576591,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.603150,0.000000,0.270835,0.000000,0.000000,0.000000,0.000000,0.126015,"Contrite TFT;Suspicious TFT;Alternator"
0.04,0.6,2,20260904,800,19,2.4959,8869,5,0.409006,2.080042,0.919694,0.000000,0.080306,0.180272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.449373,0.010378,0.000000,0.000000,0.000000,0.279671,"Always Defect;Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.04,0.6,3,20260905,800,19,2.4954,3671,4,0.521009,2.318826,1.000000,0.000000,0.000000,0.316454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.390496,0.065026,0.000000,0.000000,0.000000,0.228024,"Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.04,0.6,4,20260906,800,19,2.4968,2823,1,0.038100,1.112815,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.06,0.6,0,20260902,800,19,2.5048,2156,1,0.061119,1.179921,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.06,0.6,1,20260903,800,19,2.4962,1183,1,0.066719,1.196994,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.06,0.6,2,20260904,800,19,2.4959,10526,4,0.402282,2.068789,0.965279,0.000000,0.034721,0.119720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.540030,0.000000,0.000000,0.000000,0.000000,0.305530,"Always Defect;Tit-for-Tat;Suspicious TFT;Alternator"
0.06,0.6,3,20260905,800,19,2.4954,1158,1,0.060158,1.177309,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.06,0.6,4,20260906,800,19,2.4968,,6,0.298667,1.802020,0.789404,0.000000,0.210596,0.123931,0.000000,0.000000,0.000000,0.000000,0.000554,0.000000,0.457597,0.067332,0.000000,0.000000,0.000000,0.139989,"Always Defect;Tit-for-Tat;Contrite TFT;Suspicious TFT;Prober;Alternator"
0.08,0.6,0,20260902,800,19,2.5048,2108,1,0.081738,1.240304,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.08,0.6,1,20260903,800,19,2.4962,749,1,0.085443,1.250000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.08,0.6,2,20260904,800,19,2.4959,14091,3,0.284931,1.778307,0.845695,0.000000,0.154305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.619628,0.000000,0.000000,0.000000,0.000000,0.226067,"Always Defect;Suspicious TFT;Alternator"
0.08,0.6,3,20260905,800,19,2.4954,947,1,0.083113,1.243536,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.08,0.6,4,20260906,800,19,2.4968,14682,5,0.302511,1.814627,0.792785,0.000000,0.207215,0.143363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.490393,0.031737,0.000000,0.000000,0.000000,0.127293,"Always Defect;Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.1,0.6,0,20260902,800,19,2.5048,1115,1,0.101620,1.296514,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.6,1,20260903,800,19,2.4962,689,1,0.106804,1.308808,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.6,2,20260904,800,19,2.4959,1579,1,0.098633,1.284180,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.6,3,20260905,800,19,2.4954,805,1,0.102375,1.296042,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.6,4,20260906,800,19,2.4968,1500,1,0.102672,1.298120,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.6,0,20260902,800,19,2.5048,1016,1,0.118802,1.344134,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.6,1,20260903,800,19,2.4962,614,1,0.129219,1.373945,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.6,2,20260904,800,19,2.4959,10444,3,0.317592,1.862802,0.902573,0.000000,0.097427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.697210,0.000000,0.000000,0.000000,0.000000,0.205363,"Always Defect;Suspicious TFT;Alternator"
0.12,0.6,3,20260905,800,19,2.4954,714,1,0.118997,1.342744,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.6,4,20260906,800,19,2.4968,1731,1,0.120980,1.349579,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.6,0,20260902,800,19,2.5048,1269,1,0.133530,1.384880,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.6,1,20260903,800,19,2.4962,588,1,0.146361,1.421677,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.6,2,20260904,800,19,2.4959,7940,3,0.316962,1.854971,0.885921,0.000000,0.114079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.714420,0.000000,0.000000,0.000000,0.000000,0.171501,"Always Defect;Suspicious TFT;Alternator"
0.14,0.6,3,20260905,800,19,2.4954,651,1,0.138522,1.397625,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.6,4,20260906,800,19,2.4968,1551,1,0.139535,1.401781,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.6,0,20260902,800,19,2.5048,1096,1,0.156112,1.446244,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.6,1,20260903,800,19,2.4962,603,1,0.164821,1.470728,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.6,2,20260904,800,19,2.4959,1297,1,0.157471,1.442139,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.6,3,20260905,800,19,2.4954,693,1,0.158311,1.448549,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.6,4,20260906,800,19,2.4968,1005,1,0.158832,1.455220,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.6,0,20260902,800,19,2.5048,1267,1,0.177958,1.504418,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.6,1,20260903,800,19,2.4962,538,1,0.183544,1.520570,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.6,2,20260904,800,19,2.4959,1279,1,0.177734,1.495117,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.6,3,20260905,800,19,2.4954,595,1,0.177836,1.501319,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.6,4,20260906,800,19,2.4968,1078,1,0.174419,1.496536,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.6,0,20260902,800,19,2.5048,1412,1,0.195631,1.549092,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.6,1,20260903,800,19,2.4962,583,1,0.200158,1.565137,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.6,2,20260904,800,19,2.4959,1534,1,0.193848,1.536133,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.6,3,20260905,800,19,2.4954,570,1,0.197889,1.553562,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.6,4,20260906,800,19,2.4968,745,1,0.193963,1.548243,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.6,0,20260902,800,19,2.5048,993,1,0.215022,1.598920,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.6,1,20260903,800,19,2.4962,551,1,0.222574,1.625527,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.6,2,20260904,800,19,2.4959,1905,1,0.212891,1.583984,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.6,3,20260905,800,19,2.4954,513,1,0.215303,1.599472,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.6,4,20260906,800,19,2.4968,621,1,0.213261,1.598714,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.6,0,20260902,800,19,2.5048,1173,1,0.235150,1.649485,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.6,1,20260903,800,19,2.4962,562,1,0.241297,1.674842,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.6,2,20260904,800,19,2.4959,915,1,0.234131,1.636963,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.6,3,20260905,800,19,2.4954,439,1,0.236148,1.650923,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.6,4,20260906,800,19,2.4968,587,1,0.234290,1.653389,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.6,0,20260902,800,19,2.5048,1171,1,0.258959,1.709622,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.6,1,20260903,800,19,2.4962,559,1,0.265559,1.731804,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.6,2,20260904,800,19,2.4959,663,1,0.255127,1.687256,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.6,3,20260905,800,19,2.4954,387,1,0.258311,1.706332,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.6,4,20260906,800,19,2.4968,641,1,0.251608,1.694953,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.6,0,20260902,800,19,2.5048,1134,1,0.277614,1.755768,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.6,1,20260903,800,19,2.4962,598,1,0.284283,1.780063,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.6,2,20260904,800,19,2.4959,704,1,0.280273,1.750000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.6,3,20260905,800,19,2.4954,388,1,0.282586,1.766491,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.6,4,20260906,800,19,2.4968,728,1,0.276348,1.753340,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.6,0,20260902,800,19,2.5048,838,1,0.300442,1.811487,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.6,1,20260903,800,19,2.4962,756,1,0.302479,1.819884,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.6,2,20260904,800,19,2.4959,877,1,0.295166,1.789307,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.6,3,20260905,800,19,2.4954,364,1,0.305013,1.820580,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.6,4,20260906,800,19,2.4968,866,1,0.291440,1.791687,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.6,0,20260902,800,19,2.5048,856,1,0.323024,1.865488,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.6,1,20260903,800,19,2.4962,904,1,0.319093,1.859705,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.6,2,20260904,800,19,2.4959,828,1,0.315918,1.837891,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.6,3,20260905,800,19,2.4954,434,1,0.321636,1.858839,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.6,4,20260906,800,19,2.4968,1222,1,0.311479,1.839931,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.6,0,20260902,800,19,2.5048,1238,1,0.342415,1.913353,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.6,1,20260903,800,19,2.4962,802,1,0.338871,1.907437,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.6,2,20260904,800,19,2.4959,900,1,0.336182,1.885986,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.6,3,20260905,800,19,2.4954,434,1,0.343799,1.911082,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.6,4,20260906,800,19,2.4968,1250,1,0.332756,1.888422,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.6,0,20260902,800,19,2.5048,1333,1,0.351252,1.932990,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.6,1,20260903,800,19,2.4962,1024,1,0.345464,1.922468,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.6,2,20260904,800,19,2.4959,1082,1,0.343994,1.907471,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.6,3,20260905,800,19,2.4954,450,1,0.352770,1.931135,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.6,4,20260906,800,19,2.4968,1355,1,0.344384,1.914894,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0,0.7,0,20260902,800,26,3.3344,553,10,1.000000,3.000000,1.000000,0.011612,0.000000,0.173207,0.020741,0.153082,0.141175,0.072767,0.163312,0.095513,0.000000,0.000000,0.104167,0.064425,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0,0.7,1,20260903,800,26,3.3252,585,10,1.000000,3.000000,1.000000,0.013024,0.000000,0.163817,0.023541,0.141498,0.130911,0.075350,0.181042,0.087075,0.000000,0.000000,0.114385,0.069358,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0,0.7,2,20260904,800,26,3.3346,559,10,1.000000,3.000000,1.000000,0.012990,0.000000,0.169234,0.023500,0.141831,0.136621,0.077009,0.173934,0.088154,0.000000,0.000000,0.107366,0.069361,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
