error_rate,continuation_probability,replicate,root_seed,trials,max_rounds,mean_match_length,settled_generation,n_survivors,cooperation_rate,mean_payoff,non_defector_share,share_Always_Cooperate,share_Always_Defect,share_Tit-for-Tat,share_Tit-for-Two-Tats,share_Two-Tits-for-Tat,share_Grim_Trigger,share_Generous_TFT,share_Contrite_TFT,share_Pavlov,share_Suspicious_TFT,share_Prober,share_Gradual,share_Soft_Majority,share_Random,share_Alternator,survivors
0,0.7,3,20260905,800,26,3.3183,560,10,1.000000,3.000000,1.000000,0.012292,0.000000,0.173114,0.021774,0.144068,0.149569,0.070479,0.164426,0.086636,0.000000,0.000000,0.110140,0.067502,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0,0.7,4,20260906,800,26,3.3303,577,10,1.000000,3.000000,1.000000,0.012131,0.000000,0.164937,0.022911,0.130316,0.149177,0.074513,0.174101,0.094761,0.000000,0.000000,0.107038,0.070113,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0.02,0.7,0,20260902,800,26,3.3344,,5,0.934127,2.930170,1.000000,0.000000,0.000000,0.472147,0.000000,0.000000,0.000000,0.000000,0.408202,0.000000,0.001251,0.000000,0.092979,0.000000,0.000000,0.025421,"Tit-for-Tat;Contrite TFT;Suspicious TFT;Gradual;Alternator"
0.02,0.7,1,20260903,800,26,3.3252,22002,1,0.970937,2.969751,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT"
0.02,0.7,2,20260904,800,26,3.3346,,3,0.941325,2.939362,1.000000,0.000000,0.000000,0.935704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052728,0.000000,0.011568,"Tit-for-Tat;Soft Majority;Alternator"
0.02,0.7,3,20260905,800,26,3.3183,,5,0.931971,2.926966,1.000000,0.000000,0.000000,0.855351,0.000000,0.000000,0.000000,0.053209,0.000000,0.000000,0.000000,0.006137,0.065483,0.000000,0.000000,0.019821,"Tit-for-Tat;Generous TFT;Prober;Gradual;Alternator"
0.02,0.7,4,20260906,800,26,3.3303,,4,0.942840,2.939515,1.000000,0.000000,0.000000,0.933528,0.000000,0.000000,0.000000,0.054101,0.000000,0.000000,0.000000,0.012290,0.000081,0.000000,0.000000,0.000000,"Tit-for-Tat;Generous TFT;Prober;Gradual"
0.04,0.7,0,20260902,800,26,3.3344,,2,0.934229,2.933138,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999963,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.000000,"Contrite TFT;Gradual"
0.04,0.7,1,20260903,800,26,3.3252,4415,1,0.879454,2.810462,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.04,0.7,2,20260904,800,26,3.3346,,5,0.878902,2.866115,1.000000,0.000000,0.000000,0.900829,0.000000,0.000000,0.000000,0.053919,0.000000,0.000000,0.000000,0.002467,0.000000,0.015035,0.000000,0.027750,"Tit-for-Tat;Generous TFT;Prober;Soft Majority;Alternator"
0.04,0.7,3,20260905,800,26,3.3183,41810,4,0.883998,2.865982,1.000000,0.000000,0.000000,0.909653,0.000000,0.000000,0.000000,0.054828,0.000000,0.000000,0.000000,0.018650,0.000000,0.000000,0.000000,0.016869,"Tit-for-Tat;Generous TFT;Prober;Alternator"
0.04,0.7,4,20260906,800,26,3.3303,4985,1,0.939696,2.936963,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT"
0.06,0.7,0,20260902,800,26,3.3344,,3,0.856928,2.803426,0.982746,0.000001,0.000000,0.000000,0.405319,0.577426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017254,0.000000,"Tit-for-Two-Tats;Two-Tits-for-Tat;Random"
0.06,0.7,1,20260903,800,26,3.3252,5917,1,0.814064,2.704132,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.06,0.7,2,20260904,800,26,3.3346,24493,5,0.802238,2.760651,1.000000,0.000000,0.000000,0.778276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045007,0.010048,0.131294,0.000000,0.000000,0.035375,"Tit-for-Tat;Suspicious TFT;Prober;Gradual;Alternator"
0.06,0.7,3,20260905,800,26,3.3183,11371,4,0.736711,2.677286,1.000000,0.000000,0.000000,0.749153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072588,0.022403,0.000000,0.000000,0.000000,0.155857,"Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.06,0.7,4,20260906,800,26,3.3303,43506,1,0.899688,2.890710,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT"
0.08,0.7,0,20260902,800,26,3.3344,7503,4,0.528814,2.337289,1.000000,0.000000,0.000000,0.293271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337615,0.045717,0.000000,0.000000,0.000000,0.323397,"Tit-for-Tat;Suspicious TFT;Prober;Alternator"
0.08,0.7,1,20260903,800,26,3.3252,6406,1,0.769712,2.635519,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.08,0.7,2,20260904,800,26,3.3346,,6,0.554635,2.381361,1.000000,0.000000,0.000000,0.405548,0.000000,0.000000,0.000000,0.000000,0.012044,0.000000,0.324134,0.021239,0.004223,0.000000,0.000000,0.232811,"Tit-for-Tat;Contrite TFT;Suspicious TFT;Prober;Gradual;Alternator"
0.08,0.7,3,20260905,800,26,3.3183,28113,1,0.830970,2.799540,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Tit-for-Tat"
0.08,0.7,4,20260906,800,26,3.3303,8669,1,0.869633,2.851288,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT"
0.1,0.7,0,20260902,800,26,3.3344,1097,1,0.101412,1.295606,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.7,1,20260903,800,26,3.3252,730,1,0.104478,1.302828,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.7,2,20260904,800,26,3.3346,,5,0.454126,2.177424,0.977328,0.000000,0.022672,0.150948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.495460,0.000000,0.034554,0.000000,0.000000,0.296366,"Always Defect;Tit-for-Tat;Suspicious TFT;Gradual;Alternator"
0.1,0.7,3,20260905,800,26,3.3183,919,1,0.096561,1.280088,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.7,4,20260906,800,26,3.3303,8178,2,0.829222,2.798679,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.968432,0.000000,0.031568,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT;Suspicious TFT"
0.12,0.7,0,20260902,800,26,3.3344,904,1,0.118478,1.342487,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.7,1,20260903,800,26,3.3252,652,1,0.126277,1.366261,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.7,2,20260904,800,26,3.3346,12556,3,0.467387,2.207542,1.000000,0.000000,0.000000,0.207646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.516251,0.000000,0.000000,0.000000,0.000000,0.276103,"Tit-for-Tat;Suspicious TFT;Alternator"
0.12,0.7,3,20260905,800,26,3.3183,774,1,0.113754,1.328069,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.7,4,20260906,800,26,3.3303,1245,1,0.119778,1.346026,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.7,0,20260902,800,26,3.3344,919,1,0.134563,1.387211,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.7,1,20260903,800,26,3.3252,588,1,0.144148,1.415947,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.7,2,20260904,800,26,3.3346,1485,1,0.136736,1.385991,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.7,3,20260905,800,26,3.3183,722,1,0.132347,1.380248,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.7,4,20260906,800,26,3.3303,1109,1,0.137893,1.397043,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.7,0,20260902,800,26,3.3344,901,1,0.156924,1.446842,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.7,1,20260903,800,26,3.3252,574,1,0.162804,1.464847,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.7,2,20260904,800,26,3.3346,1078,1,0.156297,1.440201,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.7,3,20260905,800,26,3.3183,760,1,0.152939,1.434026,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.7,4,20260906,800,26,3.3303,766,1,0.156932,1.449723,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,0,20260902,800,26,3.3344,971,1,0.178501,1.504119,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,1,20260903,800,26,3.3252,534,1,0.179497,1.509819,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,2,20260904,800,26,3.3346,880,1,0.176975,1.495902,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,3,20260905,800,26,3.3183,662,1,0.172931,1.488804,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,4,20260906,800,26,3.3303,857,1,0.172643,1.491682,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,0,20260902,800,26,3.3344,1037,1,0.196155,1.548843,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,1,20260903,800,26,3.3252,572,1,0.198547,1.560683,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,2,20260904,800,26,3.3346,984,1,0.192809,1.537072,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,3,20260905,800,26,3.3183,573,1,0.194122,1.543982,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,4,20260906,800,26,3.3303,678,1,0.191497,1.540481,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.7,0,20260902,800,26,3.3344,952,1,0.215575,1.599647,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.7,1,20260903,800,26,3.3252,529,1,0.220738,1.620189,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.7,2,20260904,800,26,3.3346,934,1,0.213674,1.589978,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.7,3,20260905,800,26,3.3183,537,1,0.211515,1.590964,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.22,0.7,4,20260906,800,26,3.3303,581,1,0.213494,1.598706,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.7,0,20260902,800,26,3.3344,1015,1,0.237936,1.656140,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.7,1,20260903,800,26,3.3252,549,1,0.238806,1.666143,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.7,2,20260904,800,26,3.3346,705,1,0.235097,1.642697,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.7,3,20260905,800,26,3.3183,494,1,0.232507,1.643143,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.24,0.7,4,20260906,800,26,3.3303,576,1,0.234566,1.652680,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.7,0,20260902,800,26,3.3344,1075,1,0.261475,1.716556,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.7,1,20260903,800,26,3.3252,527,1,0.261587,1.719560,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.7,2,20260904,800,26,3.3346,613,1,0.255589,1.693368,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.7,3,20260905,800,26,3.3183,443,1,0.253499,1.694922,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.26,0.7,4,20260906,800,26,3.3303,610,1,0.251756,1.694270,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.7,0,20260902,800,26,3.3344,1019,1,0.279718,1.761867,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.7,1,20260903,800,26,3.3252,554,1,0.279065,1.765711,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.7,2,20260904,800,26,3.3346,586,1,0.280179,1.755961,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.7,3,20260905,800,26,3.3183,442,1,0.276090,1.751499,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.28,0.7,4,20260906,800,26,3.3303,690,1,0.275416,1.750832,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.7,0,20260902,800,26,3.3344,880,1,0.301295,1.813260,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.7,1,20260903,800,26,3.3252,699,1,0.297329,1.805970,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.7,2,20260904,800,26,3.3346,692,1,0.295268,1.794896,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.7,3,20260905,800,26,3.3183,401,1,0.298681,1.805278,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.3,0.7,4,20260906,800,26,3.3303,785,1,0.292976,1.793530,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.7,0,20260902,800,26,3.3344,1007,1,0.324245,1.866418,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.7,1,20260903,800,26,3.3252,766,1,0.315397,1.849568,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.7,2,20260904,800,26,3.3346,679,1,0.314083,1.839046,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.7,3,20260905,800,26,3.3183,477,1,0.316673,1.848860,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.32,0.7,4,20260906,800,26,3.3303,1024,1,0.313494,1.841774,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.7,0,20260902,800,26,3.3344,1165,1,0.345233,1.917222,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.7,1,20260903,800,26,3.3252,720,1,0.336803,1.901218,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.7,2,20260904,800,26,3.3346,731,1,0.333830,1.885618,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.7,3,20260905,800,26,3.3183,472,1,0.339664,1.901839,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.34,0.7,4,20260906,800,26,3.3303,985,1,0.336044,1.893900,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.7,0,20260902,800,26,3.3344,1224,1,0.354649,1.938407,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.7,1,20260903,800,26,3.3252,916,1,0.344266,1.918892,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.7,2,20260904,800,26,3.3346,817,1,0.342586,1.908905,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.7,3,20260905,800,26,3.3183,480,1,0.349060,1.924430,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.35,0.7,4,20260906,800,26,3.3303,1024,1,0.347874,1.920887,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0,0.8,0,20260902,800,42,5.0060,373,10,1.000000,3.000000,1.000000,0.034637,0.000000,0.141205,0.048096,0.118312,0.111910,0.093962,0.141843,0.099440,0.000000,0.000000,0.123476,0.087119,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0,0.8,1,20260903,800,42,5.0016,378,10,1.000000,3.000000,1.000000,0.034632,0.000000,0.140079,0.048245,0.115833,0.112647,0.093073,0.144967,0.095936,0.000000,0.000000,0.127117,0.087472,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0,0.8,2,20260904,800,42,5.0234,368,10,1.000000,3.000000,1.000000,0.034635,0.000000,0.141326,0.048363,0.115433,0.113068,0.093225,0.143225,0.096497,0.000000,0.000000,0.125600,0.088628,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0,0.8,3,20260905,800,42,4.9732,384,10,1.000000,3.000000,1.000000,0.033509,0.000000,0.144709,0.047738,0.117788,0.114882,0.091519,0.144575,0.094984,0.000000,0.000000,0.123153,0.087144,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0,0.8,4,20260906,800,42,5.0040,376,10,1.000000,3.000000,1.000000,0.033883,0.000000,0.139862,0.048557,0.114728,0.115646,0.094512,0.144721,0.095987,0.000000,0.000000,0.122656,0.089446,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats;Two-Tits-for-Tat;Grim Trigger;Generous TFT;Contrite TFT;Pavlov;Gradual;Soft Majority"
0.02,0.8,0,20260902,800,42,5.0060,15101,1,0.962140,2.961395,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT"
0.02,0.8,1,20260903,800,42,5.0016,11354,1,0.968954,2.967649,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT"
0.02,0.8,2,20260904,800,42,5.0234,,4,0.922012,2.916384,1.000000,0.000000,0.000000,0.796397,0.000000,0.000000,0.000000,0.018648,0.000000,0.000000,0.000000,0.000000,0.000000,0.159266,0.000000,0.025689,"Tit-for-Tat;Generous TFT;Soft Majority;Alternator"
0.02,0.8,3,20260905,800,42,4.9732,11506,1,0.967016,2.965267,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Contrite TFT"
0.02,0.8,4,20260906,800,42,5.0040,,6,0.930670,2.922097,1.000000,0.000000,0.000000,0.511184,0.000000,0.000000,0.000000,0.424169,0.000000,0.000000,0.000000,0.019328,0.030434,0.004776,0.000000,0.010110,"Tit-for-Tat;Generous TFT;Prober;Gradual;Soft Majority;Alternator"
