error_rate,continuation_probability,replicate,root_seed,trials,max_rounds,mean_match_length,settled_generation,n_survivors,cooperation_rate,mean_payoff,non_defector_share,share_Always_Cooperate,share_Always_Defect,share_Tit-for-Tat,share_Grim_Trigger,share_Random,share_Pavlov,share_Tit-for-Two-Tats,survivors
0.18,0.7,0,20260902,800,26,3.3402,228,1,0.178501,1.504119,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,1,20260903,800,26,3.3123,238,1,0.179497,1.509819,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,2,20260904,800,26,3.3015,265,1,0.176975,1.495902,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,3,20260905,800,26,3.3178,294,1,0.172931,1.488804,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.7,4,20260906,800,26,3.3279,248,1,0.172643,1.491682,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,0,20260902,800,26,3.3402,242,1,0.196155,1.548843,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,1,20260903,800,26,3.3123,245,1,0.198547,1.560683,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,2,20260904,800,26,3.3015,284,1,0.192809,1.537072,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,3,20260905,800,26,3.3178,324,1,0.194122,1.543982,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.7,4,20260906,800,26,3.3279,243,1,0.191497,1.540481,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0,0.8,0,20260902,800,42,5.0007,207,5,1.000000,3.000000,1.000000,0.070913,0.000000,0.246711,0.337468,0.000000,0.179675,0.165233,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.8,1,20260903,800,42,5.0040,209,5,1.000000,3.000000,1.000000,0.069110,0.000000,0.256644,0.335951,0.000000,0.173981,0.164314,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.8,2,20260904,800,42,5.0120,211,5,1.000000,3.000000,1.000000,0.075670,0.000000,0.252505,0.326028,0.000000,0.179134,0.166663,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.8,3,20260905,800,42,4.9792,205,5,1.000000,3.000000,1.000000,0.076823,0.000000,0.244682,0.324810,0.000000,0.180842,0.172844,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.8,4,20260906,800,42,5.0157,204,5,1.000000,3.000000,1.000000,0.073868,0.000000,0.251152,0.334006,0.000000,0.172755,0.168219,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0.02,0.8,0,20260902,800,42,5.0007,,5,0.941802,2.935589,0.988787,0.098385,0.000000,0.615478,0.000000,0.011213,0.010602,0.264321,"Always Cooperate;Tit-for-Tat;Random;Pavlov;Tit-for-Two-Tats"
0.02,0.8,1,20260903,800,42,5.0040,52466,1,0.978465,2.977970,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,"Tit-for-Two-Tats"
0.02,0.8,2,20260904,800,42,5.0120,1239,1,0.018421,1.055013,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.02,0.8,3,20260905,800,42,4.9792,42682,2,0.953293,2.949872,1.000000,0.000000,0.000000,0.593692,0.000000,0.000000,0.000000,0.406308,"Tit-for-Tat;Tit-for-Two-Tats"
0.02,0.8,4,20260906,800,42,5.0157,,3,0.927601,2.909736,0.958636,0.000000,0.000000,0.575682,0.000000,0.041364,0.000000,0.382954,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.8,0,20260902,800,42,5.0007,28348,3,0.879622,2.854290,0.955213,0.000000,0.000000,0.576692,0.000000,0.044787,0.000000,0.378522,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.8,1,20260903,800,42,5.0040,1379,1,0.042919,1.127304,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.04,0.8,2,20260904,800,42,5.0120,,4,0.881885,2.858200,0.968548,0.105824,0.000000,0.677630,0.000000,0.031452,0.000000,0.185094,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.8,3,20260905,800,42,4.9792,45279,2,0.910125,2.896678,1.000000,0.000000,0.000000,0.660246,0.000000,0.000000,0.000000,0.339754,"Tit-for-Tat;Tit-for-Two-Tats"
0.04,0.8,4,20260906,800,42,5.0157,18224,3,0.861384,2.826382,0.933593,0.000000,0.000000,0.619858,0.000000,0.066407,0.000000,0.313735,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.8,0,20260902,800,42,5.0007,50156,4,0.837627,2.802989,0.969162,0.139968,0.000000,0.722993,0.000000,0.030838,0.000000,0.106201,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.8,1,20260903,800,42,5.0040,1276,1,0.063531,1.187197,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.06,0.8,2,20260904,800,42,5.0120,10253,1,0.056642,1.166416,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.06,0.8,3,20260905,800,42,4.9792,,3,0.841348,2.807299,0.985590,0.195581,0.000000,0.790008,0.000000,0.014410,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Random"
0.06,0.8,4,20260906,800,42,5.0157,16574,3,0.817180,2.766500,0.926046,0.000000,0.000000,0.660100,0.000000,0.073954,0.000000,0.265946,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.8,0,20260902,800,42,5.0007,14867,3,0.791285,2.736670,0.966099,0.166577,0.000000,0.799521,0.000000,0.033901,0.000000,0.000000,"Always Cooperate;Tit-for-Tat;Random"
0.08,0.8,1,20260903,800,42,5.0040,2752,1,0.650936,2.402454,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.08,0.8,2,20260904,800,42,5.0120,1995,1,0.074812,1.218421,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.08,0.8,3,20260905,800,42,4.9792,52179,4,0.806927,2.754265,0.975546,0.116274,0.000000,0.763358,0.000000,0.024454,0.000000,0.095914,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.8,4,20260906,800,42,5.0157,20984,1,0.076482,1.223966,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.8,0,20260902,800,42,5.0007,341,1,0.098329,1.287151,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.8,1,20260903,800,42,5.0040,276,1,0.103177,1.299103,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.8,2,20260904,800,42,5.0120,2087,1,0.094612,1.275063,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.8,3,20260905,800,42,4.9792,351,1,0.101535,1.294540,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.1,0.8,4,20260906,800,42,5.0157,413,1,0.097534,1.283881,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.8,0,20260902,800,42,5.0007,324,1,0.117394,1.339384,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.8,1,20260903,800,42,5.0040,277,1,0.124758,1.360694,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.8,2,20260904,800,42,5.0120,366,1,0.115163,1.330451,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.8,3,20260905,800,42,4.9792,341,1,0.119527,1.344992,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.12,0.8,4,20260906,800,42,5.0157,342,1,0.116094,1.336074,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.8,0,20260902,800,42,5.0007,344,1,0.135153,1.388483,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.8,1,20260903,800,42,5.0040,278,1,0.143671,1.412585,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.8,2,20260904,800,42,5.0120,375,1,0.134461,1.383333,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.8,3,20260905,800,42,4.9792,338,1,0.138525,1.397458,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.8,4,20260906,800,42,5.0157,335,1,0.134031,1.386647,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.8,0,20260902,800,42,5.0007,350,1,0.158527,1.452599,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.8,1,20260903,800,42,5.0040,287,1,0.164040,1.466416,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.8,2,20260904,800,42,5.0120,368,1,0.155764,1.442982,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.8,3,20260905,800,42,4.9792,371,1,0.159537,1.452693,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.8,4,20260906,800,42,5.0157,392,1,0.152715,1.438964,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.8,0,20260902,800,42,5.0007,372,1,0.178637,1.506399,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.8,1,20260903,800,42,5.0040,305,1,0.182953,1.515883,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.8,2,20260904,800,42,5.0120,383,1,0.175689,1.496491,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.8,3,20260905,800,42,4.9792,403,1,0.179919,1.508304,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.8,4,20260906,800,42,5.0157,425,1,0.170030,1.484928,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.8,0,20260902,800,42,5.0007,399,1,0.196918,1.553669,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.8,1,20260903,800,42,5.0040,333,1,0.201503,1.565713,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.8,2,20260904,800,42,5.0120,409,1,0.193484,1.542105,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.8,3,20260905,800,42,4.9792,425,1,0.200554,1.562909,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.8,4,20260906,800,42,5.0157,378,1,0.190458,1.538989,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0,0.9,0,20260902,800,88,9.9264,156,5,1.000000,3.000000,1.000000,0.114616,0.000000,0.224529,0.285038,0.000000,0.190187,0.185630,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.9,1,20260903,800,88,10.0064,157,5,1.000000,3.000000,1.000000,0.113235,0.000000,0.226352,0.285119,0.000000,0.188843,0.186452,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.9,2,20260904,800,88,10.1214,151,5,1.000000,3.000000,1.000000,0.116039,0.000000,0.225002,0.284553,0.000000,0.188028,0.186378,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.9,3,20260905,800,88,9.9690,155,5,1.000000,3.000000,1.000000,0.115703,0.000000,0.226817,0.279730,0.000000,0.191197,0.186553,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.9,4,20260906,800,88,10.0242,155,5,1.000000,3.000000,1.000000,0.115157,0.000000,0.226437,0.285258,0.000000,0.186602,0.186545,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0.02,0.9,0,20260902,800,88,9.9264,8029,2,0.835896,2.720338,1.000000,0.000000,0.000000,0.000000,0.462714,0.000000,0.537286,0.000000,"Grim Trigger;Pavlov"
0.02,0.9,1,20260903,800,88,10.0064,12660,2,0.966175,2.963445,1.000000,0.000000,0.000000,0.284021,0.000000,0.000000,0.000000,0.715979,"Tit-for-Tat;Tit-for-Two-Tats"
0.02,0.9,2,20260904,800,88,10.1214,8166,2,0.966073,2.963055,1.000000,0.000000,0.000000,0.293580,0.000000,0.000000,0.000000,0.706420,"Tit-for-Tat;Tit-for-Two-Tats"
0.02,0.9,3,20260905,800,88,9.9690,17588,2,0.970462,2.968470,1.000000,0.000000,0.000000,0.227607,0.000000,0.000000,0.000000,0.772393,"Tit-for-Tat;Tit-for-Two-Tats"
0.02,0.9,4,20260906,800,88,10.0242,12341,3,0.919922,2.898823,0.944606,0.000000,0.000000,0.361757,0.000000,0.055394,0.000000,0.582849,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.9,0,20260902,800,88,9.9264,20461,3,0.860525,2.821750,0.913735,0.000000,0.000000,0.374606,0.000000,0.086265,0.000000,0.539129,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.9,1,20260903,800,88,10.0064,43541,3,0.853695,2.811036,0.908060,0.000000,0.000000,0.400065,0.000000,0.091940,0.000000,0.507995,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.9,2,20260904,800,88,10.1214,25518,3,0.887596,2.859519,0.945786,0.000000,0.000000,0.357696,0.000000,0.054214,0.000000,0.588090,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.9,3,20260905,800,88,9.9690,,4,0.926971,2.917469,0.999582,0.013186,0.000000,0.372526,0.000000,0.000418,0.000000,0.613870,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.9,4,20260906,800,88,10.0242,5920,3,0.879107,2.846164,0.933584,0.000000,0.000000,0.376280,0.000000,0.066416,0.000000,0.557304,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.9,0,20260902,800,88,9.9264,4811,2,0.899163,2.883484,1.000000,0.000000,0.000000,0.332088,0.000000,0.000000,0.000000,0.667912,"Tit-for-Tat;Tit-for-Two-Tats"
0.06,0.9,1,20260903,800,88,10.0064,27018,3,0.742964,2.648082,0.801869,0.000000,0.000000,0.457438,0.000000,0.198131,0.000000,0.344432,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.9,2,20260904,800,88,10.1214,13099,3,0.862462,2.828257,0.960965,0.000000,0.000000,0.381869,0.000000,0.039035,0.000000,0.579096,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.9,3,20260905,800,88,9.9690,,4,0.890812,2.871209,0.996207,0.000975,0.000000,0.375708,0.000000,0.003793,0.000000,0.619524,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.9,4,20260906,800,88,10.0242,5097,3,0.828588,2.778223,0.913988,0.000000,0.000000,0.403958,0.000000,0.086012,0.000000,0.510030,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.9,0,20260902,800,88,9.9264,8102,3,0.832297,2.791166,0.964610,0.000000,0.000000,0.412923,0.000000,0.035390,0.000000,0.551687,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.9,1,20260903,800,88,10.0064,11376,3,0.726503,2.625706,0.810393,0.000000,0.000000,0.472219,0.000000,0.189607,0.000000,0.338174,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.9,2,20260904,800,88,10.1214,13872,3,0.817687,2.765659,0.947501,0.000000,0.000000,0.406558,0.000000,0.052499,0.000000,0.540943,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.9,3,20260905,800,88,9.9690,12584,4,0.823474,2.774276,0.954657,0.022012,0.000000,0.423701,0.000000,0.045343,0.000000,0.508944,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.9,4,20260906,800,88,10.0242,4608,3,0.802914,2.745427,0.926721,0.000000,0.000000,0.442668,0.000000,0.073279,0.000000,0.484053,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.9,0,20260902,800,88,9.9264,7307,3,0.789723,2.728662,0.954509,0.000000,0.000000,0.459250,0.000000,0.045491,0.000000,0.495259,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.9,1,20260903,800,88,10.0064,9775,3,0.696620,2.581116,0.813648,0.000000,0.000000,0.513959,0.000000,0.186352,0.000000,0.299689,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.9,2,20260904,800,88,10.1214,,4,0.782380,2.716107,0.951438,0.000272,0.000000,0.451121,0.000000,0.048562,0.000000,0.500046,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.9,3,20260905,800,88,9.9690,10766,4,0.761694,2.684154,0.935125,0.055805,0.000000,0.536629,0.000000,0.064875,0.000000,0.342692,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.9,4,20260906,800,88,10.0242,7205,3,0.767593,2.693995,0.936835,0.000000,0.000000,0.503838,0.000000,0.063165,0.000000,0.432997,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.9,0,20260902,800,88,9.9264,5051,3,0.733026,2.641906,0.907582,0.000000,0.000000,0.502857,0.000000,0.092418,0.000000,0.404724,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.9,1,20260903,800,88,10.0064,2299,1,0.399604,1.924038,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.12,0.9,2,20260904,800,88,10.1214,16014,4,0.715178,2.617187,0.917171,0.032825,0.000000,0.557024,0.000000,0.082829,0.000000,0.327322,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.9,3,20260905,800,88,9.9690,23620,4,0.689079,2.572909,0.908363,0.122135,0.000000,0.691647,0.000000,0.091637,0.000000,0.094581,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.9,4,20260906,800,88,10.0242,7974,3,0.681262,2.558665,0.863926,0.000000,0.000000,0.593801,0.000000,0.136074,0.000000,0.270125,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.9,0,20260902,800,88,9.9264,1057,1,0.388624,1.914148,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.14,0.9,1,20260903,800,88,10.0064,2526,1,0.382531,1.906347,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.14,0.9,2,20260904,800,88,10.1214,11210,3,0.673321,2.550918,0.880964,0.000000,0.000000,0.554105,0.000000,0.119036,0.000000,0.326859,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.9,3,20260905,800,88,9.9690,1427,1,0.373804,1.885294,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.14,0.9,4,20260906,800,88,10.0242,3684,1,0.373075,1.886708,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.9,0,20260902,800,88,9.9264,766,1,0.383795,1.916844,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.9,1,20260903,800,88,10.0064,587,1,0.161004,1.458638,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.9,2,20260904,800,88,10.1214,754,1,0.372281,1.900076,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.9,3,20260905,800,88,9.9690,765,1,0.158269,1.448400,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.16,0.9,4,20260906,800,88,10.0242,1338,1,0.367395,1.890747,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.9,0,20260902,800,88,9.9264,736,1,0.178153,1.504625,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.9,1,20260903,800,88,10.0064,608,1,0.179854,1.508104,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.9,2,20260904,800,88,10.1214,698,1,0.366747,1.901030,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.9,3,20260905,800,88,9.9690,744,1,0.179384,1.506389,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.9,4,20260906,800,88,10.0242,971,1,0.364491,1.897816,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.2,0.9,0,20260902,800,88,9.9264,692,1,0.197303,1.554651,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.9,1,20260903,800,88,10.0064,631,1,0.198823,1.559731,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.9,2,20260904,800,88,10.1214,1209,1,0.194603,1.545278,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.9,3,20260905,800,88,9.9690,714,1,0.199708,1.560789,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.9,4,20260906,800,88,10.0242,742,1,0.198343,1.556968,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0,0.95,0,20260902,501,180,20.0454,131,5,1.000000,3.000000,1.000000,0.126736,0.000000,0.219209,0.273451,0.000000,0.190352,0.190252,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.95,1,20260903,501,180,19.8139,133,5,1.000000,3.000000,1.000000,0.125383,0.000000,0.218634,0.274387,0.000000,0.190787,0.190809,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.95,2,20260904,501,180,20.0896,130,5,1.000000,3.000000,1.000000,0.126029,0.000000,0.219671,0.275671,0.000000,0.188504,0.190126,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.95,3,20260905,501,180,20.1468,131,5,1.000000,3.000000,1.000000,0.127585,0.000000,0.219928,0.272098,0.000000,0.190679,0.189710,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.95,4,20260906,501,180,19.9631,132,5,1.000000,3.000000,1.000000,0.125467,0.000000,0.221898,0.273403,0.000000,0.188883,0.190349,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0.02,0.95,0,20260902,501,180,20.0454,30444,3,0.859033,2.810053,0.860468,0.000000,0.000000,0.269346,0.000000,0.139532,0.000000,0.591121,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.95,1,20260903,501,180,19.8139,32221,3,0.880345,2.841104,0.890292,0.000000,0.000000,0.290567,0.000000,0.109708,0.000000,0.599725,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.95,2,20260904,501,180,20.0896,47414,3,0.911520,2.886166,0.930427,0.000000,0.000000,0.247412,0.000000,0.069573,0.000000,0.683015,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.95,3,20260905,501,180,20.1468,21369,3,0.876238,2.834693,0.883045,0.000000,0.000000,0.260936,0.000000,0.116955,0.000000,0.622109,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.95,4,20260906,501,180,19.9631,15170,2,0.975170,2.973535,1.000000,0.000000,0.000000,0.123352,0.000000,0.000000,0.000000,0.876648,"Tit-for-Tat;Tit-for-Two-Tats"
0.04,0.95,0,20260902,501,180,20.0454,26946,3,0.805247,2.737108,0.825265,0.000000,0.000000,0.295838,0.000000,0.174735,0.000000,0.529426,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.95,1,20260903,501,180,19.8139,22355,3,0.789371,2.713369,0.808438,0.000000,0.000000,0.324970,0.000000,0.191562,0.000000,0.483468,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.95,2,20260904,501,180,20.0896,39139,3,0.836165,2.783173,0.869367,0.000000,0.000000,0.281193,0.000000,0.130633,0.000000,0.588174,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.95,3,20260905,501,180,20.1468,33428,3,0.853398,2.806240,0.890568,0.000000,0.000000,0.276402,0.000000,0.109432,0.000000,0.614166,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.95,4,20260906,501,180,19.9631,7953,3,0.810490,2.744543,0.837155,0.000000,0.000000,0.314837,0.000000,0.162845,0.000000,0.522318,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.95,0,20260902,501,180,20.0454,5128,3,0.827986,2.776094,0.890320,0.000000,0.000000,0.283275,0.000000,0.109680,0.000000,0.607044,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.95,1,20260903,501,180,19.8139,43818,3,0.699168,2.576670,0.720391,0.000000,0.000000,0.378555,0.000000,0.279609,0.000000,0.341836,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.95,2,20260904,501,180,20.0896,6815,3,0.761095,2.674006,0.816000,0.000000,0.000000,0.342628,0.000000,0.184000,0.000000,0.473372,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.95,3,20260905,501,180,20.1468,3854,3,0.832324,2.781219,0.900186,0.000000,0.000000,0.286887,0.000000,0.099814,0.000000,0.613298,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.95,4,20260906,501,180,19.9631,6820,3,0.759511,2.673625,0.806356,0.000000,0.000000,0.349251,0.000000,0.193644,0.000000,0.457105,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.95,0,20260902,501,180,20.0454,4970,3,0.767428,2.688973,0.853313,0.000000,0.000000,0.339125,0.000000,0.146687,0.000000,0.514188,"Tit-for-Tat;Random;Tit-for-Two-Tats"
