error_rate,continuation_probability,replicate,root_seed,trials,max_rounds,mean_match_length,settled_generation,n_survivors,cooperation_rate,mean_payoff,non_defector_share,share_Always_Cooperate,share_Always_Defect,share_Tit-for-Tat,share_Grim_Trigger,share_Random,share_Pavlov,share_Tit-for-Two-Tats,survivors
0.08,0.95,1,20260903,501,180,19.8139,19919,3,0.691814,2.569393,0.747852,0.000000,0.000000,0.397207,0.000000,0.252148,0.000000,0.350645,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.95,2,20260904,501,180,20.0896,10263,3,0.807848,2.749285,0.915998,0.000000,0.000000,0.303776,0.000000,0.084002,0.000000,0.612223,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.95,3,20260905,501,180,20.1468,,3,0.878178,2.853991,1.000000,0.000158,0.000000,0.255241,0.000000,0.000000,0.000000,0.744601,"Always Cooperate;Tit-for-Tat;Tit-for-Two-Tats"
0.08,0.95,4,20260906,501,180,19.9631,5420,3,0.733152,2.636482,0.812236,0.000000,0.000000,0.386581,0.000000,0.187764,0.000000,0.425655,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.95,0,20260902,501,180,20.0454,7067,3,0.692624,2.572532,0.789431,0.000000,0.000000,0.411620,0.000000,0.210569,0.000000,0.377811,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.95,1,20260903,501,180,19.8139,9289,3,0.681631,2.554810,0.772856,0.000000,0.000000,0.423965,0.000000,0.227144,0.000000,0.348891,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.95,2,20260904,501,180,20.0896,9590,3,0.778334,2.708944,0.923075,0.000000,0.000000,0.346779,0.000000,0.076925,0.000000,0.576296,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.95,3,20260905,501,180,20.1468,38454,4,0.817634,2.768616,0.975102,0.027429,0.000000,0.336785,0.000000,0.024898,0.000000,0.610888,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.95,4,20260906,501,180,19.9631,9357,3,0.692872,2.574596,0.810561,0.000000,0.000000,0.448540,0.000000,0.189439,0.000000,0.362021,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.95,0,20260902,501,180,20.0454,5289,3,0.707814,2.598650,0.848332,0.000000,0.000000,0.405226,0.000000,0.151668,0.000000,0.443106,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.95,1,20260903,501,180,19.8139,1685,1,0.284130,1.685820,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.12,0.95,2,20260904,501,180,20.0896,45436,3,0.786359,2.725601,0.972040,0.000000,0.000000,0.329577,0.000000,0.027960,0.000000,0.642463,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.95,3,20260905,501,180,20.1468,,4,0.791367,2.733271,0.987179,0.042022,0.000000,0.380428,0.000000,0.012821,0.000000,0.564730,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.95,4,20260906,501,180,19.9631,5493,3,0.705084,2.598119,0.870364,0.000000,0.000000,0.452360,0.000000,0.129636,0.000000,0.418004,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.95,0,20260902,501,180,20.0454,6792,3,0.670428,2.541181,0.835487,0.000000,0.000000,0.440538,0.000000,0.164513,0.000000,0.394949,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.95,1,20260903,501,180,19.8139,3379,1,0.279906,1.692924,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.14,0.95,2,20260904,501,180,20.0896,30135,4,0.728593,2.640003,0.952252,0.037495,0.000000,0.437104,0.000000,0.047748,0.000000,0.477653,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.95,3,20260905,501,180,20.1468,35360,4,0.730486,2.641828,0.959810,0.050068,0.000000,0.466466,0.000000,0.040190,0.000000,0.443276,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.95,4,20260906,501,180,19.9631,2761,1,0.262598,1.654436,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.95,0,20260902,501,180,20.0454,778,1,0.276813,1.699846,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.95,1,20260903,501,180,19.8139,885,1,0.283026,1.713326,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.95,2,20260904,501,180,20.0896,610,1,0.275503,1.698576,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.95,3,20260905,501,180,20.1468,975,1,0.277435,1.701354,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.95,4,20260906,501,180,19.9631,1313,1,0.264754,1.673070,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.95,0,20260902,501,180,20.0454,1053,1,0.282938,1.724103,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.95,1,20260903,501,180,19.8139,1243,1,0.180515,1.508839,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.95,2,20260904,501,180,20.0896,809,1,0.277614,1.716691,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.95,3,20260905,501,180,20.1468,1442,1,0.179873,1.508276,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.18,0.95,4,20260906,501,180,19.9631,1308,1,0.272705,1.701906,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.2,0.95,0,20260902,501,180,20.0454,1857,1,0.197285,1.554852,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.95,1,20260903,501,180,19.8139,1187,1,0.200697,1.563003,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.95,2,20260904,501,180,20.0896,1219,1,0.286549,1.743790,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.2,0.95,3,20260905,501,180,20.1468,1265,1,0.200294,1.561410,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.95,4,20260906,501,180,19.9631,1425,1,0.198209,1.556478,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0,0.98,0,20260902,201,456,49.6564,120,5,1.000000,3.000000,1.000000,0.132272,0.000000,0.217664,0.268367,0.000000,0.188720,0.192976,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.98,1,20260903,201,456,49.8143,120,5,1.000000,3.000000,1.000000,0.131962,0.000000,0.217899,0.268583,0.000000,0.189346,0.192210,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.98,2,20260904,201,456,50.2372,119,5,1.000000,3.000000,1.000000,0.131109,0.000000,0.217463,0.269269,0.000000,0.190710,0.191449,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.98,3,20260905,201,456,50.6887,120,5,1.000000,3.000000,1.000000,0.131222,0.000000,0.217557,0.269194,0.000000,0.190828,0.191199,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.98,4,20260906,201,456,49.5840,119,5,1.000000,3.000000,1.000000,0.131440,0.000000,0.218019,0.267266,0.000000,0.190847,0.192427,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0.02,0.98,0,20260902,201,456,49.6564,28786,2,0.976818,2.975486,1.000000,0.000000,0.000000,0.083856,0.000000,0.000000,0.000000,0.916144,"Tit-for-Tat;Tit-for-Two-Tats"
0.02,0.98,1,20260903,201,456,49.8143,25383,3,0.824343,2.759165,0.814473,0.000000,0.000000,0.247106,0.000000,0.185527,0.000000,0.567367,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.98,2,20260904,201,456,50.2372,24170,3,0.800648,2.724626,0.781806,0.000000,0.000000,0.248493,0.000000,0.218194,0.000000,0.533313,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.98,3,20260905,201,456,50.6887,23247,3,0.836494,2.776254,0.827863,0.000000,0.000000,0.210450,0.000000,0.172137,0.000000,0.617413,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.98,4,20260906,201,456,49.5840,15159,2,0.975617,2.974177,1.000000,0.000000,0.000000,0.087838,0.000000,0.000000,0.000000,0.912162,"Tit-for-Tat;Tit-for-Two-Tats"
0.04,0.98,0,20260902,201,456,49.6564,16895,3,0.757066,2.664134,0.750890,0.000000,0.000000,0.269807,0.000000,0.249110,0.000000,0.481082,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.98,1,20260903,201,456,49.8143,33038,3,0.678497,2.543289,0.641190,0.000000,0.000000,0.310098,0.000000,0.358810,0.000000,0.331093,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.98,2,20260904,201,456,50.2372,30788,3,0.640100,2.482167,0.593408,0.000000,0.000000,0.338504,0.000000,0.406592,0.000000,0.254904,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.98,3,20260905,201,456,50.6887,,2,0.945101,2.938572,1.000000,0.000000,0.000000,0.140833,0.000000,0.000000,0.000000,0.859167,"Tit-for-Tat;Tit-for-Two-Tats"
0.04,0.98,4,20260906,201,456,49.5840,50077,3,0.732369,2.626319,0.722305,0.000000,0.000000,0.303339,0.000000,0.277695,0.000000,0.418966,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.98,0,20260902,201,456,49.6564,47340,3,0.761198,2.674395,0.789873,0.000000,0.000000,0.273296,0.000000,0.210127,0.000000,0.516577,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.98,1,20260903,201,456,49.8143,9703,2,0.923232,2.913698,1.000000,0.000000,0.000000,0.134053,0.000000,0.000000,0.000000,0.865947,"Tit-for-Tat;Tit-for-Two-Tats"
0.06,0.98,2,20260904,201,456,50.2372,52793,3,0.724332,2.617363,0.753892,0.000000,0.000000,0.315568,0.000000,0.246108,0.000000,0.438324,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.98,3,20260905,201,456,50.6887,,4,0.904149,2.886842,0.992603,0.016824,0.000000,0.194977,0.000000,0.007397,0.000000,0.780802,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.98,4,20260906,201,456,49.5840,4068,3,0.758219,2.669518,0.789887,0.000000,0.000000,0.294782,0.000000,0.210113,0.000000,0.495105,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.98,0,20260902,201,456,49.6564,13548,3,0.852795,2.817264,0.960305,0.000000,0.000000,0.229504,0.000000,0.039695,0.000000,0.730802,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.98,1,20260903,201,456,49.8143,21050,3,0.631253,2.472053,0.631819,0.000000,0.000000,0.363475,0.000000,0.368181,0.000000,0.268343,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.98,2,20260904,201,456,50.2372,14926,3,0.605190,2.427543,0.617869,0.000000,0.000000,0.404592,0.000000,0.382131,0.000000,0.213277,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.98,3,20260905,201,456,50.6887,,4,0.875212,2.850039,0.994537,0.026400,0.000000,0.214540,0.000000,0.005463,0.000000,0.753598,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.98,4,20260906,201,456,49.5840,5095,3,0.689889,2.566442,0.737358,0.000000,0.000000,0.355859,0.000000,0.262642,0.000000,0.381499,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.98,0,20260902,201,456,49.6564,,3,0.851200,2.819287,0.999967,0.000000,0.000000,0.223028,0.000000,0.000033,0.000000,0.776939,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.98,1,20260903,201,456,49.8143,1990,1,0.199177,1.498765,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.1,0.98,2,20260904,201,456,50.2372,28537,3,0.580360,2.387827,0.615819,0.000000,0.000000,0.448913,0.000000,0.384181,0.000000,0.166906,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.98,3,20260905,201,456,50.6887,,4,0.841294,2.805774,0.996664,0.070639,0.000000,0.264488,0.000000,0.003336,0.000000,0.661538,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.98,4,20260906,201,456,49.5840,41654,4,0.795140,2.731774,0.946245,0.000659,0.000000,0.316317,0.000000,0.053755,0.000000,0.629270,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.98,0,20260902,201,456,49.6564,5818,2,0.814916,2.768848,1.000000,0.000000,0.000000,0.266786,0.000000,0.000000,0.000000,0.733214,"Tit-for-Tat;Tit-for-Two-Tats"
0.12,0.98,1,20260903,201,456,49.8143,2256,1,0.206739,1.529372,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.12,0.98,2,20260904,201,456,50.2372,7629,3,0.634108,2.479423,0.728386,0.000000,0.000000,0.408354,0.000000,0.271614,0.000000,0.320032,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.98,3,20260905,201,456,50.6887,39830,4,0.782404,2.717987,0.966613,0.042857,0.000000,0.316852,0.000000,0.033387,0.000000,0.606905,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.98,4,20260906,201,456,49.5840,47111,4,0.770887,2.699645,0.961194,0.002603,0.000000,0.346027,0.000000,0.038806,0.000000,0.612563,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.98,0,20260902,201,456,49.6564,4220,2,0.777208,2.715433,1.000000,0.000000,0.000000,0.314138,0.000000,0.000000,0.000000,0.685862,"Tit-for-Tat;Tit-for-Two-Tats"
0.14,0.98,1,20260903,201,456,49.8143,2967,1,0.212654,1.556276,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.14,0.98,2,20260904,201,456,50.2372,15436,4,0.728448,2.636789,0.927902,0.024721,0.000000,0.360147,0.000000,0.072098,0.000000,0.543034,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.98,3,20260905,201,456,50.6887,12720,4,0.700467,2.590311,0.909798,0.056002,0.000000,0.437531,0.000000,0.090202,0.000000,0.416265,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.98,4,20260906,201,456,49.5840,6848,3,0.611734,2.443388,0.759526,0.000000,0.000000,0.495270,0.000000,0.240474,0.000000,0.264256,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.16,0.98,0,20260902,201,456,49.6564,1547,1,0.209918,1.561201,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.98,1,20260903,201,456,49.8143,1284,1,0.221811,1.588374,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.98,2,20260904,201,456,50.2372,1207,1,0.207718,1.557553,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.98,3,20260905,201,456,50.6887,1645,1,0.210333,1.559762,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.98,4,20260906,201,456,49.5840,1103,1,0.205056,1.548372,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.98,0,20260902,201,456,49.6564,1662,1,0.224480,1.604139,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.98,1,20260903,201,456,49.8143,2390,1,0.228601,1.614095,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.98,2,20260904,201,456,50.2372,1740,1,0.219765,1.593412,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.98,3,20260905,201,456,50.6887,2681,1,0.224381,1.602190,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.98,4,20260906,201,456,49.5840,1399,1,0.217278,1.584476,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.2,0.98,0,20260902,201,456,49.6564,2356,1,0.239886,1.645580,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.2,0.98,1,20260903,201,456,49.8143,3286,1,0.201747,1.563423,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.98,2,20260904,201,456,50.2372,2842,1,0.236753,1.640047,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.2,0.98,3,20260905,201,456,50.6887,2918,1,0.194689,1.546959,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.2,0.98,4,20260906,201,456,49.5840,2046,1,0.233697,1.630656,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0,0.99,0,20260902,200,917,100.2432,116,5,1.000000,3.000000,1.000000,0.133351,0.000000,0.216643,0.267150,0.000000,0.188814,0.194042,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.99,1,20260903,200,917,99.2605,116,5,1.000000,3.000000,1.000000,0.133629,0.000000,0.216759,0.265806,0.000000,0.190090,0.193716,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.99,2,20260904,200,917,97.5582,115,5,1.000000,3.000000,1.000000,0.133560,0.000000,0.216369,0.267267,0.000000,0.190017,0.192788,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.99,3,20260905,200,917,100.8359,115,5,1.000000,3.000000,1.000000,0.133070,0.000000,0.216410,0.267015,0.000000,0.191262,0.192242,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0,0.99,4,20260906,200,917,101.2641,114,5,1.000000,3.000000,1.000000,0.133292,0.000000,0.216680,0.266499,0.000000,0.190357,0.193172,"Always Cooperate;Tit-for-Tat;Grim Trigger;Pavlov;Tit-for-Two-Tats"
0.02,0.99,0,20260902,200,917,100.2432,25603,3,0.740649,2.635173,0.699931,0.000000,0.000000,0.263064,0.000000,0.300069,0.000000,0.436867,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.99,1,20260903,200,917,99.2605,51874,3,0.684891,2.548377,0.623808,0.000000,0.000000,0.290379,0.000000,0.376192,0.000000,0.333429,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.99,2,20260904,200,917,97.5582,46418,3,0.724429,2.609695,0.679452,0.000000,0.000000,0.267123,0.000000,0.320548,0.000000,0.412329,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.99,3,20260905,200,917,100.8359,35569,3,0.691637,2.558252,0.630465,0.000000,0.000000,0.267739,0.000000,0.369535,0.000000,0.362726,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.02,0.99,4,20260906,200,917,101.2641,37855,3,0.732820,2.624155,0.690850,0.000000,0.000000,0.271061,0.000000,0.309150,0.000000,0.419790,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.99,0,20260902,200,917,100.2432,46597,3,0.676492,2.538815,0.634944,0.000000,0.000000,0.289227,0.000000,0.365056,0.000000,0.345717,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.99,1,20260903,200,917,99.2605,59896,3,0.657240,2.509364,0.608448,0.000000,0.000000,0.306467,0.000000,0.391552,0.000000,0.301980,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.99,2,20260904,200,917,97.5582,6946,2,0.949181,2.943432,1.000000,0.000000,0.000000,0.090323,0.000000,0.000000,0.000000,0.909677,"Tit-for-Tat;Tit-for-Two-Tats"
0.04,0.99,3,20260905,200,917,100.8359,47111,3,0.733852,2.626558,0.718375,0.000000,0.000000,0.256490,0.000000,0.281625,0.000000,0.461885,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.04,0.99,4,20260906,200,917,101.2641,10000,2,0.948629,2.942935,1.000000,0.000000,0.000000,0.115575,0.000000,0.000000,0.000000,0.884425,"Tit-for-Tat;Tit-for-Two-Tats"
0.06,0.99,0,20260902,200,917,100.2432,793,1,0.134682,1.330014,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.06,0.99,1,20260903,200,917,99.2605,742,1,0.145732,1.353626,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.06,0.99,2,20260904,200,917,97.5582,691,1,0.142969,1.348064,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.06,0.99,3,20260905,200,917,100.8359,5348,3,0.745756,2.648700,0.771923,0.000000,0.000000,0.262540,0.000000,0.228077,0.000000,0.509383,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.06,0.99,4,20260906,200,917,101.2641,7906,3,0.657747,2.511962,0.643317,0.000000,0.000000,0.326127,0.000000,0.356683,0.000000,0.317190,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.99,0,20260902,200,917,100.2432,,3,0.877327,2.852960,0.987254,0.000000,0.000000,0.177050,0.000000,0.012746,0.000000,0.810204,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.99,1,20260903,200,917,99.2605,8973,3,0.637328,2.480618,0.640137,0.000000,0.000000,0.346094,0.000000,0.359863,0.000000,0.294043,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.99,2,20260904,200,917,97.5582,11855,3,0.624804,2.459629,0.641270,0.000000,0.000000,0.372002,0.000000,0.358730,0.000000,0.269268,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.99,3,20260905,200,917,100.8359,,4,0.865827,2.835554,0.978903,0.005239,0.000000,0.198129,0.000000,0.021097,0.000000,0.775535,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.08,0.99,4,20260906,200,917,101.2641,,3,0.536369,2.315338,0.490806,0.000000,0.000000,0.422544,0.000000,0.509194,0.000000,0.068262,"Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.99,0,20260902,200,917,100.2432,25666,2,0.855474,2.824987,1.000000,0.000000,0.000000,0.189378,0.000000,0.000000,0.000000,0.810622,"Tit-for-Tat;Tit-for-Two-Tats"
0.1,0.99,1,20260903,200,917,99.2605,2295,1,0.152766,1.399961,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.1,0.99,2,20260904,200,917,97.5582,3544,1,0.150805,1.396295,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.1,0.99,3,20260905,200,917,100.8359,,4,0.835374,2.795752,0.984312,0.028484,0.000000,0.234416,0.000000,0.015688,0.000000,0.721413,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.1,0.99,4,20260906,200,917,101.2641,36336,4,0.786592,2.719213,0.927503,0.009698,0.000000,0.295751,0.000000,0.072497,0.000000,0.622054,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.99,0,20260902,200,917,100.2432,,4,0.808561,2.757281,0.987667,0.033161,0.000000,0.249723,0.000000,0.012333,0.000000,0.704783,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.99,1,20260903,200,917,99.2605,4013,1,0.164741,1.439011,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.12,0.99,2,20260904,200,917,97.5582,8903,1,0.162089,1.435531,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.12,0.99,3,20260905,200,917,100.8359,,4,0.783123,2.718327,0.962188,0.017047,0.000000,0.285748,0.000000,0.037812,0.000000,0.659392,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.12,0.99,4,20260906,200,917,101.2641,58658,4,0.760331,2.683960,0.936322,0.013254,0.000000,0.328364,0.000000,0.063678,0.000000,0.594704,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.99,0,20260902,200,917,100.2432,,2,0.786308,2.727489,1.000000,0.000000,0.000000,0.259999,0.000000,0.000000,0.000000,0.740001,"Tit-for-Tat;Tit-for-Two-Tats"
0.14,0.99,1,20260903,200,917,99.2605,10480,1,0.140804,1.401546,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"Always Defect"
0.14,0.99,2,20260904,200,917,97.5582,50093,4,0.742465,2.658433,0.946817,0.023047,0.000000,0.327533,0.000000,0.053183,0.000000,0.596237,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.99,3,20260905,200,917,100.8359,34915,4,0.726360,2.633133,0.938642,0.036729,0.000000,0.377897,0.000000,0.061358,0.000000,0.524016,"Always Cooperate;Tit-for-Tat;Random;Tit-for-Two-Tats"
0.14,0.99,4,20260906,200,917,101.2641,3778,1,0.170220,1.464463,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.99,0,20260902,200,917,100.2432,2044,1,0.188213,1.515756,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.99,1,20260903,200,917,99.2605,2219,1,0.191258,1.521018,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.99,2,20260904,200,917,97.5582,1222,1,0.188480,1.516804,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.99,3,20260905,200,917,100.8359,1804,1,0.188709,1.515114,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.16,0.99,4,20260906,200,917,101.2641,1951,1,0.184410,1.505153,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.99,0,20260902,200,917,100.2432,2269,1,0.205510,1.563781,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.99,1,20260903,200,917,99.2605,3091,1,0.204684,1.560850,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
0.18,0.99,2,20260904,200,917,97.5582,1461,1,0.204395,1.561642,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,"Grim Trigger"
